"rfmo","flag","lon","lat","year","effort_t_hooks","catch_tot_mt","catch_tot_n","catch_bet_mt","catch_bet_n","catch_alb_mt","catch_alb_n","catch_yft_mt","catch_yft_n"
"iccat","KOR",-22.5,-7.5,1989,341846,157.5,0,141.7,0,4.2,0,11.6,0
"iccat","BRA",-22.5,-7.5,1990,192340,117.2,0,103.4,0,4.3,0,9.5,0
"iccat","JPN",-22.5,-7.5,1990,8847109,0,120789,0,103384,0,6276,0,11129
"iccat","KOR",-22.5,-7.5,1990,116063,38.2,0,34.1,0,1.7,0,2.4,0
"iccat","TAI",-22.5,-7.5,1990,2262378,242.5,6574,191.8,5225,22.6,761,28.1,588
"iccat","BRA",-22.5,-7.5,1991,168695,107.3,0,95.7,0,5.6,0,6,0
"iccat","JPN",-22.5,-7.5,1991,7476358,0,110051,0,98703,0,5484,0,5864
"iccat","KOR",-22.5,-7.5,1991,42208,15.3,0,12.8,0,0.7,0,1.8,0
"iccat","TAI",-22.5,-7.5,1991,674868,216.5,6350,184,5022,0,0,32.5,1328
"iccat","BRA",-22.5,-7.5,1992,90490,18.519,0,12.544,0,1.514,0,4.461,0
"iccat","JPN",-22.5,-7.5,1992,6767600,0,86437,0,77899,0,4670,0,3868
"iccat","KOR",-22.5,-7.5,1992,7795,1.5,0,1.3,0,0,0,0.2,0
"iccat","TAI",-22.5,-7.5,1992,2036674,267.9,6466,234,5405,16.7,739,17.2,322
"iccat","BRA",-22.5,-7.5,1993,24440,4.922,0,4.238,0,0.441,0,0.243,0
"iccat","JPN",-22.5,-7.5,1993,4807540,0,71696,0,62826,0,3844,0,5026
"iccat","TAI",-22.5,-7.5,1993,1739194,236,5767,199.8,4591,22.5,907,13.7,269
"iccat","BRA",-22.5,-7.5,1994,11760,1.78,0,1.288,0,0,0,0.492,0
"iccat","JPN",-22.5,-7.5,1994,4530741,0,59785,0,51885,0,4169,0,3731
"iccat","KOR",-22.5,-7.5,1994,57270,7.9,0,6.1,0,0.2,0,1.6,0
"iccat","TAI",-22.5,-7.5,1994,5188428,1360.8,35626,1159.2,28629,69.5,3360,132.1,3637
"iccat","BRA",-22.5,-7.5,1995,32162,5.376,0,5.35,0,0.026,0,0,0
"iccat","JPN",-22.5,-7.5,1995,2287067,0,29250,0,25133,0,1344,0,2773
"iccat","KOR",-22.5,-7.5,1995,20900,0.824,27,0.36,9,0.2,10,0.264,8
"iccat","TAI",-22.5,-7.5,1995,4928231,2173.144,0,1832.809,0,20.502,0,319.833,0
"iccat","BRA",-22.5,-7.5,1996,156889,58.949,0,51.854,0,1.779,0,5.316,0
"iccat","JPN",-22.5,-7.5,1996,2388956,0,31678,0,28003,0,1379,0,2296
"iccat","KOR",-22.5,-7.5,1996,27700,5.3,0,3.8,0,0.9,0,0.6,0
"iccat","TAI",-22.5,-7.5,1996,3379285,2077.464,0,1429.833,0,383.609,0,264.022,0
"iccat","BRA",-22.5,-7.5,1997,36060,14.141,0,1.844,0,2.095,0,10.202,0
"iccat","JPN",-22.5,-7.5,1997,3116601,0,40027,0,34490,0,2463,0,3074
"iccat","KOR",-22.5,-7.5,1997,5040,0.422,15,0.325,11,0.097,4,0,0
"iccat","TAI",-22.5,-7.5,1997,5822376,2038.773,0,1782.404,0,38.994,0,217.375,0
"iccat","BRA",-22.5,-7.5,1998,216000,56.345,0,52.93,0,0.84,0,2.575,0
"iccat","JPN",-22.5,-7.5,1998,1643085,0,20938,0,18256,0,1097,0,1585
"iccat","PHL",-22.5,-7.5,1998,0,38.1,1507,23.7,1213,0,0,14.4,294
"iccat","TAI",-22.5,-7.5,1998,7241193,2495.465,0,2299.862,0,16.439,0,179.164,0
"iccat","BRA",-22.5,-7.5,1999,48032,17.15508,0,8.38912,0,0.526,0,8.23996,0
"iccat","JPN",-22.5,-7.5,1999,1561092,0,17843,0,15417,0,855,0,1571
"iccat","TAI",-22.5,-7.5,1999,1665096,438.113,0,381.04,0,4.443,0,52.63,0
"iccat","BRA",-22.5,-7.5,2000,94060,62.32515,0,34.82999,0,1.91196,0,25.5832,0
"iccat","CHN",-22.5,-7.5,2000,318000,142.1,0,119.3,0,8.4,0,14.4,0
"iccat","JPN",-22.5,-7.5,2000,975799,0,9655,0,8277,0,745,0,633
"iccat","TAI",-22.5,-7.5,2000,2506034,752.412,0,668.77,0,5.725,0,77.917,0
"iccat","BRA",-22.5,-7.5,2001,121090,39.05732,0,26.89965,0,5.96414,0,6.19353,0
"iccat","CHN",-22.5,-7.5,2001,1911000,383.2,0,350.4,0,0.9,0,31.9,0
"iccat","JPN",-22.5,-7.5,2001,1170148,0,11136,0,9346,0,1045,0,745
"iccat","TAI",-22.5,-7.5,2001,3826578,957.072,0,874.526,0,12.71,0,69.836,0
"iccat","BRA",-22.5,-7.5,2002,3840,0.226,0,0,0,0,0,0.226,0
"iccat","JPN",-22.5,-7.5,2002,788587,0,6094,0,5085,0,494,0,515
"iccat","TAI",-22.5,-7.5,2002,1643616,405.4,0,357.128,0,2.249,0,46.023,0
"iccat","BRA",-22.5,-7.5,2003,23380,8.918,0,6.129,0,0,0,2.789,0
"iccat","CHN",-22.5,-7.5,2003,995800,227.84554,0,206.75723,0,2.9326,0,18.15571,0
"iccat","JPN",-22.5,-7.5,2003,1250719,0,13297,0,11770,0,918,0,609
"iccat","PHL",-22.5,-7.5,2003,37500,22.54,0,21.54,0,0,0,1,0
"iccat","TAI",-22.5,-7.5,2003,3780515,902.567,0,823.365,0,1.488,0,77.714,0
"iccat","BRA",-22.5,-7.5,2004,3612,0.58,0,0.02,0,0.195,0,0.365,0
"iccat","CHN",-22.5,-7.5,2004,651107,224.03278,0,193.19078,0,3.24,0,27.602,0
"iccat","JPN",-22.5,-7.5,2004,1791301,0,15102,0,13129,0,631,0,1342
"iccat","TAI",-22.5,-7.5,2004,2567137,583.397,0,474.985,0,46.962,0,61.45,0
"iccat","BRA",-22.5,-7.5,2005,12984,3.0262,0,1.372,0,0.8672,0,0.787,0
"iccat","CHN",-22.5,-7.5,2005,402600,84.98817,0,71.38918,0,2.55899,0,11.04,0
"iccat","JPN",-22.5,-7.5,2005,1672911,0,13546,0,12709,0,133,0,704
"iccat","KOR",-22.5,-7.5,2005,85255,40.73564,0,38.11942,0,0.928,0,1.68822,0
"iccat","PHL",-22.5,-7.5,2005,55500,145.839,0,138,0,0.639,0,7.2,0
"iccat","TAI",-22.5,-7.5,2005,1327419,380.292,0,302.275,0,13.111,0,64.906,0
"iccat","BRA",-22.5,-7.5,2006,16343,1.785,0,0.945,0,0.24,0,0.6,0
"iccat","CHN",-22.5,-7.5,2006,2167255,541.92234,0,486.025,0,11.79134,0,44.106,0
"iccat","JPN",-22.5,-7.5,2006,657117,0,6913,0,6327,0,249,0,337
"iccat","KOR",-22.5,-7.5,2006,88395,69.24599,0,62.34323,0,0.855,0,6.04776,0
"iccat","PHL",-22.5,-7.5,2006,83971,52.3,0,45.2,0,0,0,7.1,0
"iccat","TAI",-22.5,-7.5,2006,3824,0.5,0,0,0,0.5,0,0,0
"iccat","BRA",-22.5,-7.5,2007,81061,22.0969,0,11.6473,0,9.1353,0,1.3143,0
"iccat","CHN",-22.5,-7.5,2007,3991250,994.861,0,885.986,0,7.481,0,101.394,0
"iccat","JPN",-22.5,-7.5,2007,601071,0,3242,0,3045,0,81,0,116
"iccat","KOR",-22.5,-7.5,2007,484700,215.295,0,198.115,0,0.353,0,16.827,0
"iccat","PHL",-22.5,-7.5,2007,86656,46.3,0,43,0,0,0,3.3,0
"iccat","TAI",-22.5,-7.5,2007,1336360,524.31,0,492.338,0,6.757,0,25.215,0
"iccat","VCT",-22.5,-7.5,2007,95000,32.177,0,0.824,0,28.312,0,3.041,0
"iccat","BRA",-22.5,-7.5,2008,24025,9.36,0,3.41,0,4.85,0,1.1,0
"iccat","CHN",-22.5,-7.5,2008,3943706,616.29261,12163,572.21279,11058,3.384,150,40.69582,955
"iccat","JPN",-22.5,-7.5,2008,2092844,0,12371,0,11469,0,282,0,620
"iccat","KOR",-22.5,-7.5,2008,353488,109.473,0,103.134,0,1.219,0,5.12,0
"iccat","PHL",-22.5,-7.5,2008,29834,0.517,0,0.517,0,0,0,0,0
"iccat","TAI",-22.5,-7.5,2008,1450943,445.523,0,409.182,0,8.466,0,27.875,0
"iccat","CHN",-22.5,-7.5,2009,739500,184.25704,0,170.83304,0,3.982,0,9.442,0
"iccat","JPN",-22.5,-7.5,2009,2685211,0,15272,0,13813,0,777,0,682
"iccat","KOR",-22.5,-7.5,2009,526306,132.196,0,118.685,0,5.541,0,7.97,0
"iccat","PHL",-22.5,-7.5,2009,91507,54.234,0,47.923,0,0,0,6.311,0
"iccat","TAI",-22.5,-7.5,2009,2683413,804.54,0,723.902,0,16.996,0,63.642,0
"iccat","BRA",-22.5,-7.5,2010,2577,0,6,0,5,0,1,0,0
"iccat","CHN",-22.5,-7.5,2010,140700,40.9997,0,34.5007,0,5.71,0,0.789,0
"iccat","JPN",-22.5,-7.5,2010,1755130,0,12334,0,10837,0,1070,0,427
"iccat","KOR",-22.5,-7.5,2010,242210,49.157,0,41.795,0,4.144,0,3.218,0
"iccat","PHL",-22.5,-7.5,2010,131529,64.67,0,64.67,0,0,0,0,0
"iccat","TAI",-22.5,-7.5,2010,1759469,541.321,0,490.95,0,26.726,0,23.645,0
"iccat","CHN",-22.5,-7.5,2011,91800,16.82,0,16.24,0,0,0,0.58,0
"iccat","JPN",-22.5,-7.5,2011,1448992,0,8494,0,7556,0,571,0,367
"iccat","KOR",-22.5,-7.5,2011,448946,130.91431,0,116.65329,0,7.42,0,6.84102,0
"iccat","PHL",-22.5,-7.5,2011,180514,102.271,0,98.705,0,0,0,3.566,0
"iccat","TAI",-22.5,-7.5,2011,3093669,886.136,0,790.474,0,36.952,0,58.71,0
"iccat","CHN",-22.5,-7.5,2012,590400,179.21,0,144.267,0,8.088,0,26.855,0
"iccat","JPN",-22.5,-7.5,2012,1381040,0,9571,0,6023,0,3275,0,273
"iccat","KOR",-22.5,-7.5,2012,585284,144.174,0,102.852,0,27.969,0,13.353,0
"iccat","PHL",-22.5,-7.5,2012,192894,110.3613,0,78.5063,0,25.394,0,6.461,0
"iccat","PRT",-22.5,-7.5,2012,0,0.528,0,0.528,0,0,0,0,0
"iccat","TAI",-22.5,-7.5,2012,2277594,648.966,0,596.347,0,28.2,0,24.419,0
"iccat","BRA",-22.5,-7.5,2013,1200,0.006,0,0.003,0,0.002,0,0.001,0
"iccat","CHN",-22.5,-7.5,2013,498400,122.238,0,99.451,0,5.011,0,17.776,0
"iccat","JPN",-22.5,-7.5,2013,398953,0,6056,0,3305,0,2545,0,206
"iccat","KOR",-22.5,-7.5,2013,50774,23.19099,0,16.6449,0,2.486,0,4.06009,0
"iccat","PHL",-22.5,-7.5,2013,561917,290.487,0,269.785,0,0,0,20.702,0
"iccat","TAI",-22.5,-7.5,2013,2502137,985.904,0,921.776,0,17.816,0,46.312,0
"iccat","BRA",-22.5,-7.5,2014,1350,0,12,0,2,0,1,0,9
"iccat","CHN",-22.5,-7.5,2014,102400,31.903,0,30.154,0,1.152,0,0.597,0
"iccat","JPN",-22.5,-7.5,2014,726357,0,6161,0,5189,0,772,0,200
"iccat","KOR",-22.5,-7.5,2014,7590,39.21492,0,38.6234,0,0.022,0,0.56952,0
"iccat","PHL",-22.5,-7.5,2014,0,255.1868,0,242.9148,0,2.75,0,9.522,0
"iccat","TAI",-22.5,-7.5,2014,3845300,1537.199,0,1469.23,0,21.787,0,46.182,0
"iccat","BRA",-22.5,-7.5,2015,1000,0,1,0,0,0,0,0,1
"iccat","CHN",-22.5,-7.5,2015,702000,163.187,0,151.995,0,1.328,0,9.864,0
"iccat","JPN",-22.5,-7.5,2015,396420,0,3322,0,2279,0,445,0,598
"iccat","TAI",-22.5,-7.5,2015,4833534,2804.39,0,2733.571,0,21.854,0,48.965,0
"iccat","VCT",-22.5,-7.5,2015,4000,46.754,0,45.514,0,0.486,0,0.754,0
"iccat","BRA",-22.5,-7.5,2016,7800,0,64,0,46,0,6,0,12
"iccat","CHN",-22.5,-7.5,2016,921140,345.747,0,304.299,0,16.776,0,24.672,0
"iccat","JPN",-22.5,-7.5,2016,48000,0,307,0,301,0,0,0,6
"iccat","PRT",-22.5,-7.5,2016,0,0.5048,0,0.5048,0,0,0,0,0
"iccat","TAI",-22.5,-7.5,2016,4798657,2000.118,0,1920.186,0,38.87,0,41.062,0
"iccat","VCT",-22.5,-7.5,2016,8200,9.433,0,6.997,0,1.6,0,0.836,0
"iccat","BRA",-22.5,-7.5,2017,42994,0,430,0,345,0,27,0,58
"iccat","CHN",-22.5,-7.5,2017,112127,24.137,0,21.783,0,1.503,0,0.851,0
"iccat","JPN",-22.5,-7.5,2017,76800,0,645,0,627,0,0,0,18
"iccat","TAI",-22.5,-7.5,2017,3056960,1089.945,0,1050.278,0,10.049,0,29.618,0
"iccat","VCT",-22.5,-7.5,2017,9980,43.773,0,34.172,0,0.797,0,8.804,0
"iccat","BRA",-22.5,-7.5,2018,3700,0,24,0,21,0,2,0,1
"iccat","CHN",-22.5,-7.5,2018,1279104,242.325,0,214.795,0,17.635,0,9.895,0
"iccat","JPN",-22.5,-7.5,2018,146560,0,612,0,563,0,15,0,34
"iccat","PRT",-22.5,-7.5,2018,0,15.406197788,0,7.248438249,0,0.673,0,7.484759539,0
"iccat","TAI",-22.5,-7.5,2018,4348239,1928.563,0,1866.009,0,21.26,0,41.294,0
"iccat","VCT",-22.5,-7.5,2018,4800,5.174,0,2.845,0,0.263,0,2.066,0
"iccat","BRA",-22.5,-7.5,2019,8900,0,105,0,33,0,6,0,66
"iccat","CHN",-22.5,-7.5,2019,666251,227.459,0,201.058,0,17.694,0,8.707,0
"iccat","JPN",-22.5,-7.5,2019,277160,0,1622,0,1511,0,0,0,111
"iccat","PRT",-22.5,-7.5,2019,0,8.076153466,0,0,0,0.11837351,0,7.957779956,0
"iccat","TAI",-22.5,-7.5,2019,4721160,1535.383,0,1451.065,0,30.369,0,53.949,0
"iccat","CHN",-22.5,-7.5,2020,349831,99.746,0,88.068,0,4.471,0,7.207,0
"iccat","JPN",-22.5,-7.5,2020,465670,0,3176,0,3059,0,15,0,102
"iccat","PRT",-22.5,-7.5,2020,0,1.177681988,0,0.947916178,0,0.034549151,0,0.195216659,0
"iccat","TAI",-22.5,-7.5,2020,2388565,898.478,0,843.873,0,18.562,0,36.043,0
"iccat","BRA",-22.5,-7.5,2021,150550,0,3071,0,1783,0,344,0,944
"iccat","CHN",-22.5,-7.5,2021,275485,153.112,0,150.297,0,0.247,0,2.568,0
"iccat","JPN",-22.5,-7.5,2021,46020,0,281,0,257,0,6,0,18
"iccat","NAM",-22.5,-7.5,2021,7480,1.259,0,0.382,0,0.702,0,0.175,0
"iccat","PRT",-22.5,-7.5,2021,0,0.068,0,0,0,0,0,0.068,0
"iccat","TAI",-22.5,-7.5,2021,831660,561.4,0,540.484,0,11.444,0,9.472,0
"iccat","VCT",-22.5,-7.5,2021,2400,84.503,0,72.031,0,11.643,0,0.829,0
"iccat","BRA",-22.5,-7.5,2022,210203,3.926,0,2.239,0,0.727,0,0.96,0
"iccat","CHN",-22.5,-7.5,2022,378980,190.127,0,175.852,0,7.298,0,6.977,0
"iccat","JPN",-22.5,-7.5,2022,104420,0,1272,0,1133,0,101,0,38
"iccat","NAM",-22.5,-7.5,2022,30600,12.54,0,10.702,0,1.571,0,0.267,0
"iccat","PRT",-22.5,-7.5,2022,0,3.300644613,0,0,0,0,0,3.300644613,0
"iccat","TAI",-22.5,-7.5,2022,1411580,1245.007,0,1166.107,0,52.579,0,26.321,0
"iccat","VCT",-22.5,-7.5,2022,2400,34.2,0,32.528,0,1.21,0,0.462,0
"iccat","BRA",-22.5,-7.5,2023,99550,0,1502,0,995,0,167,0,340
"iccat","CHN",-22.5,-7.5,2023,138740,157.487,0,102.171,0,3.656,0,51.66,0
"iccat","PRT",-22.5,-7.5,2023,0,1.442119926,0,0,0,0,0,1.442119926,0
"iccat","TAI",-22.5,-7.5,2023,2499130,1233.078,0,1152.313,0,32.543,0,48.222,0
"iccat","CHN",-22.5,-7.5,2024,42780,7.112,0,6.399,0,0.087,0,0.626,0
"iccat","ESP",-22.5,-7.5,2024,132116,5.165,0,4.067,0,0.381,0,0.717,0
"iccat","NAM",-22.5,-7.5,2024,28800,12.627,0,10.968,0,1.055,0,0.604,0
"iccat","PRT",-22.5,-7.5,2024,0,0.028760493,0,0.028760493,0,0,0,0,0
"iccat","TAI",-22.5,-7.5,2024,1854895,1335.116,0,1260.308,0,31.327,0,43.481,0
"iccat","JPN",-17.5,-7.5,1960,288468,0,20945,0,1426,0,16482,0,3037
"iccat","JPN",-17.5,-7.5,1961,277188,0,12818,0,1350,0,7731,0,3737
"iccat","JPN",-17.5,-7.5,1962,212649,0,7223,0,801,0,4930,0,1492
"iccat","JPN",-17.5,-7.5,1963,150661,0,5732,0,1811,0,3143,0,778
"iccat","JPN",-17.5,-7.5,1964,1721590,0,66615,0,15770,0,47563,0,3282
"iccat","JPN",-17.5,-7.5,1965,693297,0,17078,0,4763,0,10424,0,1891
"iccat","JPN",-17.5,-7.5,1966,512235,0,13193,0,4029,0,8603,0,561
"iccat","KOR",-17.5,-7.5,1966,1700,0,37,0,9,0,4,0,24
"iccat","JPN",-17.5,-7.5,1967,222995,0,5462,0,1808,0,2954,0,700
"iccat","KOR",-17.5,-7.5,1967,39502,0,1752,0,386,0,1042,0,324
"iccat","JPN",-17.5,-7.5,1968,3864,0,30,0,24,0,3,0,3
"iccat","KOR",-17.5,-7.5,1968,4680,0,201,0,30,0,45,0,126
"iccat","TAI",-17.5,-7.5,1968,165822,74.2,3110,27.2,619,31.6,2089,15.4,402
"iccat","KOR",-17.5,-7.5,1969,21996,0,448,0,72,0,215,0,161
"iccat","TAI",-17.5,-7.5,1969,304326,119.9,4481,62.5,1366,47.7,2915,9.7,200
"iccat","JPN",-17.5,-7.5,1970,5584,0,74,0,8,0,63,0,3
"iccat","TAI",-17.5,-7.5,1970,469852,128.7,4664,52.8,1009,54.5,3255,21.4,400
"iccat","JPN",-17.5,-7.5,1971,29280,0,320,0,226,0,38,0,56
"iccat","TAI",-17.5,-7.5,1971,990324,188.5,8180,79.3,1534,101.5,6495,7.7,151
"iccat","JPN",-17.5,-7.5,1972,29911,0,372,0,178,0,146,0,48
"iccat","TAI",-17.5,-7.5,1972,847010,163,8652,41.2,937,112.2,7462,9.6,253
"iccat","KOR",-17.5,-7.5,1974,358040,134.1,0,65.8,0,39.2,0,29.1,0
"iccat","TAI",-17.5,-7.5,1974,217106,29.2,1652,3.3,94,23.6,1498,2.3,60
"iccat","CUB",-17.5,-7.5,1975,95154,0,387,0,274,0,0,0,113
"iccat","JPN",-17.5,-7.5,1975,18972,0,277,0,206,0,57,0,14
"iccat","KOR",-17.5,-7.5,1975,55830,27.1,0,9.6,0,5.4,0,12.1,0
"iccat","MIX-KR+PA",-17.5,-7.5,1975,28800,11.2,0,7.7,0,2.7,0,0.8,0
"iccat","TAI",-17.5,-7.5,1975,56420,46.8,0,33.9,0,5,0,7.9,0
"iccat","CUB",-17.5,-7.5,1976,8075,0,91,0,47,0,13,0,31
"iccat","KOR",-17.5,-7.5,1976,156600,55.2,0,26,0,8.8,0,20.4,0
"iccat","CUB",-17.5,-7.5,1977,176196,0,3188,0,732,0,27,0,2429
"iccat","KOR",-17.5,-7.5,1977,148910,79.7,0,20.4,0,12,0,47.3,0
"iccat","KOR",-17.5,-7.5,1978,551890,313.1,0,255.7,0,30.2,0,27.2,0
"iccat","KOR",-17.5,-7.5,1979,334849,215.5,0,189.9,0,11.3,0,14.3,0
"iccat","PAN",-17.5,-7.5,1980,541896,472.9,0,398.1,0,34.6,0,40.2,0
"iccat","JPN",-17.5,-7.5,1981,18612,0,257,0,233,0,13,0,11
"iccat","KOR",-17.5,-7.5,1981,1972218,1596.3,0,1494.4,0,49.3,0,52.6,0
"iccat","TAI",-17.5,-7.5,1981,151482,30.4,1239,9.4,252,20.7,981,0.3,6
"iccat","JPN",-17.5,-7.5,1982,927358,0,13763,0,12622,0,398,0,743
"iccat","KOR",-17.5,-7.5,1982,1349803,960.8,0,914.2,0,20.8,0,25.8,0
"iccat","TAI",-17.5,-7.5,1982,61764,21.6,407,18.4,332,1,46,2.2,29
"iccat","JPN",-17.5,-7.5,1983,1017331,0,20190,0,19266,0,559,0,365
"iccat","KOR",-17.5,-7.5,1983,1867093,821,0,767.7,0,23.5,0,29.8,0
"iccat","TAI",-17.5,-7.5,1983,36520,5.9,100,5.8,98,0,1,0.1,1
"iccat","BRA",-17.5,-7.5,1984,100167,81.2,0,60.2,0,5.8,0,15.2,0
"iccat","JPN",-17.5,-7.5,1984,643932,0,13362,0,11525,0,529,0,1308
"iccat","KOR",-17.5,-7.5,1984,936351,541.5,0,472.5,0,22.2,0,46.8,0
"iccat","JPN",-17.5,-7.5,1985,1706722,0,30451,0,27107,0,1803,0,1541
"iccat","KOR",-17.5,-7.5,1985,1398453,824.3,0,746.6,0,36.5,0,41.2,0
"iccat","BRA",-17.5,-7.5,1986,114750,96.5,0,74.5,0,6,0,16,0
"iccat","JPN",-17.5,-7.5,1986,1592472,0,28993,0,26119,0,1249,0,1625
"iccat","KOR",-17.5,-7.5,1986,1144059,538.9,0,485.6,0,17.7,0,35.6,0
"iccat","BRA",-17.5,-7.5,1987,40980,42.3,0,36,0,1.7,0,4.6,0
"iccat","CUB",-17.5,-7.5,1987,137600,0,2395,0,107,0,1,0,2287
"iccat","JPN",-17.5,-7.5,1987,2033489,0,43833,0,40444,0,1401,0,1988
"iccat","KOR",-17.5,-7.5,1987,335506,165.8,0,148.9,0,5.4,0,11.5,0
"iccat","TAI",-17.5,-7.5,1987,552508,157.9,6302,8.6,187,146.9,6063,2.4,52
"iccat","BRA",-17.5,-7.5,1988,186755,199.3,0,185.6,0,3.9,0,9.8,0
"iccat","JPN",-17.5,-7.5,1988,2579039,0,43889,0,39979,0,1525,0,2385
"iccat","KOR",-17.5,-7.5,1988,318896,185.6,0,174.5,0,3.4,0,7.7,0
"iccat","TAI",-17.5,-7.5,1988,83972,12.8,536,0,0,12.6,530,0.2,6
"iccat","BRA",-17.5,-7.5,1989,23680,13.2,0,11.5,0,0.7,0,1,0
"iccat","JPN",-17.5,-7.5,1989,5817525,0,79343,0,69960,0,3709,0,5674
"iccat","KOR",-17.5,-7.5,1989,300365,157.1,0,138.7,0,5.3,0,13.1,0
"iccat","BRA",-17.5,-7.5,1990,80960,38.2,0,32.8,0,1,0,4.4,0
"iccat","JPN",-17.5,-7.5,1990,8205796,0,106593,0,96228,0,3536,0,6829
"iccat","KOR",-17.5,-7.5,1990,7020,1.9,0,1.7,0,0,0,0.2,0
"iccat","TAI",-17.5,-7.5,1990,492788,37.5,946,26.4,657,2,66,9.1,223
"iccat","BRA",-17.5,-7.5,1991,36010,23.2,0,21.4,0,0.3,0,1.5,0
"iccat","JPN",-17.5,-7.5,1991,6035868,0,75760,0,67244,0,3612,0,4904
"iccat","KOR",-17.5,-7.5,1991,36375,8.6,0,7.1,0,0.3,0,1.2,0
"iccat","TAI",-17.5,-7.5,1991,1410698,417.1,12212,351.6,9547,1,45,64.5,2620
"iccat","BRA",-17.5,-7.5,1992,71910,38.1,0,27.3,0,1.9,0,8.9,0
"iccat","JPN",-17.5,-7.5,1992,4624848,0,58514,0,54156,0,1964,0,2394
"iccat","TAI",-17.5,-7.5,1992,1022004,223.9,5428,204.9,4789,12.3,517,6.7,122
"iccat","JPN",-17.5,-7.5,1993,6208568,0,73857,0,66383,0,3070,0,4404
"iccat","TAI",-17.5,-7.5,1993,5530896,1005.9,20792,903,17698,47.5,2015,55.4,1079
"iccat","JPN",-17.5,-7.5,1994,4737695,0,64278,0,58127,0,3388,0,2763
"iccat","TAI",-17.5,-7.5,1994,2113544,829,21154,748,18576,14.4,542,66.6,2036
"iccat","BRA",-17.5,-7.5,1995,9216,1.987,0,1.987,0,0,0,0,0
"iccat","JPN",-17.5,-7.5,1995,2926902,0,40859,0,35611,0,1545,0,3703
"iccat","KOR",-17.5,-7.5,1995,19760,9.713,287,7.4,215,0.213,7,2.1,65
"iccat","TAI",-17.5,-7.5,1995,4614750,2546.431,0,2133.199,0,30.494,0,382.738,0
"iccat","BRA",-17.5,-7.5,1996,13600,4.787,0,4.575,0,0,0,0.212,0
"iccat","JPN",-17.5,-7.5,1996,4671954,0,50800,0,45344,0,1969,0,3487
"iccat","KOR",-17.5,-7.5,1996,53951,9.3,0,7.6,0,1.1,0,0.6,0
"iccat","TAI",-17.5,-7.5,1996,5477977,2230.01,0,1930.398,0,60.468,0,239.144,0
"iccat","JPN",-17.5,-7.5,1997,2703501,0,31749,0,27869,0,1917,0,1963
"iccat","TAI",-17.5,-7.5,1997,8795730,3243.591,0,2970.902,0,51.253,0,221.436,0
"iccat","JPN",-17.5,-7.5,1998,1780630,0,18059,0,15633,0,1353,0,1073
"iccat","PHL",-17.5,-7.5,1998,0,550.2,21805,400.6,10603,116.2,10464,33.4,738
"iccat","TAI",-17.5,-7.5,1998,14096995,5151.23,0,4692.037,0,13.79,0,445.403,0
"iccat","CHN",-17.5,-7.5,1999,501000,240.4,0,170.3,0,0,0,70.1,0
"iccat","JPN",-17.5,-7.5,1999,1414931,0,13232,0,11901,0,637,0,694
"iccat","TAI",-17.5,-7.5,1999,6783247,2039.589,0,1847.958,0,4.659,0,186.972,0
"iccat","BRA",-17.5,-7.5,2000,149380,42.18177,0,39.4257,0,0.18193,0,2.57414,0
"iccat","CHN",-17.5,-7.5,2000,687000,228.7,0,219.7,0,0,0,9,0
"iccat","JPN",-17.5,-7.5,2000,614901,0,6797,0,6234,0,327,0,236
"iccat","TAI",-17.5,-7.5,2000,5363944,1522.87,0,1330.497,0,22.884,0,169.489,0
"iccat","CHN",-17.5,-7.5,2001,2290000,656.6,0,598.8,0,0,0,57.8,0
"iccat","JPN",-17.5,-7.5,2001,1671127,0,14105,0,12857,0,662,0,586
"iccat","TAI",-17.5,-7.5,2001,13165926,3966.548,0,3651.463,0,67.927,0,247.158,0
"iccat","JPN",-17.5,-7.5,2002,1240344,0,8963,0,8533,0,194,0,236
"iccat","TAI",-17.5,-7.5,2002,4587601,1551.786,0,1441.182,0,10.278,0,100.326,0
"iccat","CHN",-17.5,-7.5,2003,2950200,998.23356,0,927.96278,0,7.9332,0,62.33758,0
"iccat","JPN",-17.5,-7.5,2003,1453074,0,14379,0,13048,0,480,0,851
"iccat","PHL",-17.5,-7.5,2003,311060,111.075,0,101.25,0,0,0,9.825,0
"iccat","TAI",-17.5,-7.5,2003,5953738,1591.731,0,1284.701,0,14.941,0,292.089,0
"iccat","CHN",-17.5,-7.5,2004,792200,322.3826,0,278.5626,0,6.76,0,37.06,0
"iccat","JPN",-17.5,-7.5,2004,697854,0,6744,0,5244,0,557,0,943
"iccat","PHL",-17.5,-7.5,2004,84100,0.142,0,0,0,0,0,0.142,0
"iccat","TAI",-17.5,-7.5,2004,5094416,1378.608,0,983.111,0,143.023,0,252.474,0
"iccat","BRA",-17.5,-7.5,2005,8292,0.669,0,0.3952,0,0.0248,0,0.249,0
"iccat","CHN",-17.5,-7.5,2005,925800,185.72198,0,142.85237,0,8.81461,0,34.055,0
"iccat","JPN",-17.5,-7.5,2005,765909,0,5439,0,4998,0,115,0,326
"iccat","KOR",-17.5,-7.5,2005,44030,8.79052,0,7.57891,0,0.311,0,0.90061,0
"iccat","PHL",-17.5,-7.5,2005,228800,364.512,0,308.5,0,10.147,0,45.865,0
"iccat","TAI",-17.5,-7.5,2005,2550721,780.522,0,657.334,0,25.975,0,97.213,0
